recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
4935,426 GRANBY STREET,unnamed  (7/30/2016),Flooded Underpass,12129720.08,3477176.415,57:43.0,8/31/2016,57:43.0,-76.289215,36.851804
4939,4002 GRANBY STREET,unnamed  (7/30/2016),Flooded street,12131798.61,3488749.971,57:46.0,8/31/2016,57:46.0,-76.281183,36.883449
4940,800 BLOCK OF ALMA DRIVE,unnamed  (7/30/2016),Flooded street,12141367.61,3501993.8,57:49.0,8/31/2016,57:49.0,-76.247395,36.919192
4944,4TH VIEW STREET & W OCEAN VIEW AVENUE,HERMINE (9/2/2016),Flooded street,12137042,3516670,21:21.0,9/3/2016,21:21.0,-76.260997,36.959773
4950,CORPREW AVENUE & PARK AVENUE,HERMINE (9/2/2016),Flooded street,12136283,3476886,55:30.0,9/3/2016,55:30.0,-76.266815,36.850582
4951,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,HERMINE (9/2/2016),Flooded street,12136628.5,3477394.625,55:58.0,9/3/2016,55:58.0,-76.265593,36.851956
4954,1700 BLOCK OF MONTICELLO AVENUE,HERMINE (9/2/2016),Flooded street,12130811.5,3481862.75,04:02.0,9/3/2016,04:02.0,-76.28511,36.864602
4957,1800 BLOCK OF E BRAMBLETON AVENUE,HERMINE (9/2/2016),Flooded street,12135652.2,3475119.384,42:35.0,9/3/2016,42:35.0,-76.269112,36.845772
4970,E PRINCESS ANNE ROAD & INGLESIDE ROAD,HERMINE (9/2/2016),Flooded street,12142817.5,3481606.375,03:04.0,9/3/2016,03:04.0,-76.244103,36.863117
4972,900 BAGNALL ROAD,HERMINE (9/2/2016),Flooded street,12133290.28,3478374.556,26:51.0,9/3/2016,26:51.0,-76.27692,36.854863
4974,7000 BLOCK OF HAMPTON BOULEVARD,HERMINE (9/2/2016),Flooded street,12124657.25,3496896.183,54:54.0,9/3/2016,54:54.0,-76.304946,36.906276
4976,6000 BLOCK OF HAMPTON BOULEVARD,HERMINE (9/2/2016),Flooded street,12125322.66,3493263.676,43:40.0,9/3/2016,43:40.0,-76.30296,36.896259
4987,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,HERMINE (9/2/2016),Flooded street,12130305,3479539.25,32:12.0,9/3/2016,32:12.0,-76.287027,36.858254
4988,I-264E HIGHWAY & TIDEWATER DRIVE,HERMINE (9/2/2016),Flooded street,12131872.5,3474347.5,33:51.0,9/3/2016,33:51.0,-76.282088,36.843897
4989,TIDEWATER DRIVE & I-264W HIGHWAY,HERMINE (9/2/2016),Flooded street,12133082,3474813.375,34:31.0,9/3/2016,34:31.0,-76.277918,36.845098
4996,100 BLOCK OF MEMORIAL PLACE,HERMINE (9/2/2016),Flooded street,12128357.67,3478639.878,37:53.0,9/3/2016,37:53.0,-76.293753,36.85591
4997,700 BLOCK OF MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12128733.51,3479526.119,39:48.0,9/3/2016,39:48.0,-76.292398,36.858319
4998,700 BLOCK OF BOTETOURT STREET,HERMINE (9/2/2016),Flooded street,12127759.6,3478815.579,41:32.0,9/3/2016,41:32.0,-76.295783,36.856431
4999,DRUMMOND PLACE & MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12127662,3478466,42:05.0,9/3/2016,42:05.0,-76.296144,36.855477
5000,MILL STREET & MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12126682,3478837.5,43:09.0,9/3/2016,43:09.0,-76.299463,36.85656
5001,500 BLOCK OF MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12126840.03,3479613.146,50:29.0,9/3/2016,50:29.0,-76.298861,36.85868
5002,FAIRFAX AVENUE & MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12127621,3479294.125,52:01.0,9/3/2016,52:01.0,-76.296218,36.857754
5003,600 BLOCK OF MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12128586.76,3479301.907,53:10.0,9/3/2016,53:10.0,-76.292917,36.857713
5004,MOWBRAY ARCH & PEMBROKE AVENUE,HERMINE (9/2/2016),Flooded street,12126727,3479420.5,54:16.0,9/3/2016,54:16.0,-76.299263,36.858158
5005,601 PEMBROKE AVENUE,HERMINE (9/2/2016),Flooded street,12126246,3479510,54:57.0,9/3/2016,54:57.0,-76.300899,36.858434
5007,MOWBRAY ARCH & W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12127767.5,3479541.625,58:44.0,9/3/2016,58:44.0,-76.295698,36.858424
5008,100 BLOCK OF W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12129574.86,3478775.349,06:25.0,9/3/2016,06:25.0,-76.289583,36.856204
5009,200 BLOCK OF W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12128849.7,3478993.344,06:49.0,9/3/2016,06:49.0,-76.292044,36.856849
5010,300 BLOCK OF W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12128230.99,3479291.879,07:24.0,9/3/2016,07:24.0,-76.294134,36.857708
5011,MAGAZINE LANE & W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12129760,3478766,10:26.0,9/3/2016,10:26.0,-76.288951,36.856166
5012,BOUSH STREET & W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12129207,3478802.5,11:13.0,9/3/2016,11:13.0,-76.290838,36.856302
5013,W OLNEY ROAD & VOSS STREET,HERMINE (9/2/2016),Flooded street,12129356,3478786,11:46.0,9/3/2016,11:46.0,-76.29033,36.856247
5014,W OLNEY ROAD & W WILSON AVENUE,HERMINE (9/2/2016),Flooded street,12129454,3478781.25,12:10.0,9/3/2016,12:10.0,-76.289996,36.856228
5015,W OLNEY ROAD & W VIRGINIA BEACH BOULEVARD,HERMINE (9/2/2016),Flooded street,12128851.37,3478992.195,13:17.0,9/3/2016,13:17.0,-76.292038,36.856846
5016,BOUSH STREET & W VIRGINIA BEACH BOULEVARD,HERMINE (9/2/2016),Flooded street,12129168.68,3479134.051,13:53.0,9/3/2016,13:53.0,-76.290942,36.857215
5017,LLEWELLYN AVENUE & W VIRGINIA BEACH BOULEVARD,HERMINE (9/2/2016),Flooded street,12129060.34,3479121.275,14:22.0,9/3/2016,14:22.0,-76.291314,36.857187
5018,GRACE STREET & MEMORIAL PLACE,HERMINE (9/2/2016),Flooded street,12128377,3478506.5,15:59.0,9/3/2016,15:59.0,-76.293698,36.855542
5019,CORPREW AVENUE & MADISON AVENUE,HERMINE (9/2/2016),Flooded street,12136541,3476881.25,16:55.0,9/3/2016,16:55.0,-76.265933,36.850552
5020,700 BLOCK OF YARMOUTH STREET,HERMINE (9/2/2016),Flooded street,12128396.95,3478245.36,16:59.0,9/3/2016,16:59.0,-76.29365,36.854824
5021,900 BLOCK OF BAGNALL ROAD,HERMINE (9/2/2016),Flooded street,12133471.3,3478200.465,17:26.0,9/3/2016,17:26.0,-76.276315,36.854374
5022,200 BLOCK OF GRACE STREET,HERMINE (9/2/2016),Flooded street,12128805.54,3478536.224,17:38.0,9/3/2016,17:38.0,-76.292231,36.855596
5046,E CHARLOTTE STREET & WALKE STREET,HERMINE (9/2/2016),Flooded street,12132636,3476011,41:22.0,9/3/2016,41:22.0,-76.279346,36.848416
5047,4100 BLOCK OF LLEWELLYN AVENUE,HERMINE (9/2/2016),Flooded street,12131229.63,3489253.69,28:08.0,9/4/2016,28:08.0,-76.283088,36.884869
5076,900 BLOCK OF E BRAMBLETON AVENUE,HEAVY RAIN (9/19/2016),Flooded street,12132896.47,3477327.277,33:27.0,9/19/2016,33:27.0,-76.27835,36.852013
5077,POPLAR HALL DRIVE & RING ROAD,HEAVY RAIN (9/19/2016),Flooded street,12154071.5,3476747.125,35:26.0,9/19/2016,35:26.0,-76.206049,36.849029
5078,AZALEA GARDEN ROAD & NORVIEW AVENUE,HEAVY RAIN (9/19/2016),Flooded street,12150911,3494387.125,36:15.0,9/19/2016,36:15.0,-76.215388,36.897676
5079,AZALEA GARDEN ROAD & E LITTLE CREEK ROAD,HEAVY RAIN (9/19/2016),Flooded street,12151761.5,3500860.25,37:10.0,9/19/2016,37:10.0,-76.211944,36.915393
5080,CROMWELL DRIVE & TIDEWATER DRIVE,HEAVY RAIN (9/19/2016),Flooded street,12137895,3489930.75,38:12.0,9/19/2016,38:12.0,-76.260249,36.886296
5081,CROMWELL DRIVE & WILLOW WOOD DRIVE,HEAVY RAIN (9/19/2016),Flooded street,12136627.5,3490511.375,39:05.0,9/19/2016,39:05.0,-76.264535,36.887973
5082,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,HEAVY RAIN (9/19/2016),Flooded street,12134008,3478239.25,54:00.0,9/19/2016,54:00.0,-76.274478,36.854445
5083,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,HEAVY RAIN (9/19/2016),Flooded street,12136628.5,3477394.625,54:29.0,9/19/2016,54:29.0,-76.265593,36.851956
5084,BLUESTONE AVENUE & 49TH STREET,HEAVY RAIN (9/19/2016),Flooded street,12124520,3490101.75,55:08.0,9/19/2016,55:08.0,-76.305956,36.887628
5085,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,HEAVY RAIN (9/19/2016),Flooded street,12130363,3480389.25,14:05.0,9/19/2016,14:05.0,-76.286761,36.860584
5086,CHESAPEAKE BOULEVARD & AVENUE J,HEAVY RAIN (9/19/2016),Flooded street,12143164,3499990.5,14:56.0,9/19/2016,14:56.0,-76.241415,36.913574
5087,4TH VIEW STREET & W OCEAN VIEW AVENUE,unnamed  (9/20/2016),Flooded street,12137042,3516670,12:01.0,9/21/2016,12:01.0,-76.260997,36.959773
5088,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,unnamed  (9/20/2016),Flooded street,12134008,3478239.25,13:14.0,9/21/2016,13:14.0,-76.274478,36.854445
5089,E VIRGINIA BEACH BOULEVARD & DUBOSE DRIVE,unnamed  (9/20/2016),Flooded street,12137403,3477473.5,13:57.0,9/21/2016,13:57.0,-76.26294,36.852122
5090,E 21ST STREET & MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded underpass,12131101.5,3482796.5,14:32.0,9/21/2016,14:32.0,-76.284044,36.867147
5091,38TH STREET & LLEWELLYN AVENUE,unnamed  (9/20/2016),Flooded street,12130693,3487664.75,15:03.0,9/21/2016,15:03.0,-76.28505,36.880541
5092,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,unnamed  (9/20/2016),Flooded street,12136628.5,3477394.625,17:38.0,9/21/2016,17:38.0,-76.265593,36.851956
5093,HAMPTON BOULEVARD & PORTER STREET,unnamed  (9/20/2016),Flooded street,12122002,3502075,28:35.0,9/21/2016,28:35.0,-76.313615,36.920666
5095,11TH STREET & MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded street,12130286,3480119,54:48.0,9/21/2016,54:48.0,-76.287046,36.859847
5096,NORVELLA AVENUE & SEWELLS POINT ROAD,unnamed  (9/20/2016),Flooded street,12144807,3490225.5,55:18.0,9/21/2016,55:18.0,-76.236598,36.886653
5097,6600 BLOCK OF AZALEA GARDEN ROAD,unnamed  (9/20/2016),Flooded street,12152269.5,3496779.25,56:53.0,9/21/2016,56:53.0,-76.210546,36.904154
5098,1100 BLOCK OF E VIRGINIA BEACH BOULEVARD,unnamed  (9/20/2016),Flooded underpass,12134531.1,3478069.535,57:33.0,9/21/2016,57:33.0,-76.272705,36.853946
5099,GARDNER DRIVE & SPRINGMEADOW BOULEVARD,unnamed  (9/20/2016),Flooded street,12148172,3497870,58:08.0,9/21/2016,58:08.0,-76.224465,36.907421
5100,1300 BLOCK OF KEMPSVILLE ROAD,unnamed  (9/20/2016),Flooded street,12154365.92,3484005.264,08:01.0,9/21/2016,08:01.0,-76.20444,36.868939
5101,8700 BLOCK OF HAMPTON BOULEVARD,unnamed  (9/20/2016),Flooded street,12120584.28,3506253.928,11:30.0,9/21/2016,11:30.0,-76.318133,36.932231
5102,BESSIE STREET & JANET DRIVE,unnamed  (9/20/2016),Flooded street,12148101,3492583.5,12:07.0,9/21/2016,12:07.0,-76.225144,36.89291
5103,1402 LOIS LANE,unnamed  (9/20/2016),Flooded street,12146331.54,3493615.034,25:19.0,9/21/2016,25:19.0,-76.231108,36.895859
5104,GRANBY STREET & W LITTLE CREEK ROAD,unnamed  (9/20/2016),Flooded street,12133981,3500220.5,34:43.0,9/21/2016,34:43.0,-76.272798,36.914804
5105,152 DUPRE AVENUE,unnamed  (9/20/2016),Flooded street,12138352.39,3513536.279,37:26.0,9/21/2016,37:26.0,-76.256768,36.951083
5106,313 E LITTLE CREEK ROAD,unnamed  (9/20/2016),Flooded street,12136451,3501355.999,48:13.0,9/21/2016,48:13.0,-76.26426,36.917762
5107,6437 AZALEA GARDEN ROAD,unnamed  (9/20/2016),Flooded street,12151512.53,3495808.25,56:21.0,9/21/2016,56:21.0,-76.213214,36.901538
5108,1000 MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded street,12130315.99,3479908.725,57:34.0,9/21/2016,57:34.0,-76.28696,36.859268
5109,1700 BLOCK OF BANNING ROAD,unnamed  (9/20/2016),Flooded street,12147748.48,3498345.012,59:09.0,9/21/2016,59:09.0,-76.225874,36.908753
5110,17TH STREET & MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded street,12130770,3481728.75,02:48.0,9/21/2016,02:48.0,-76.285263,36.864236
5111,KEMPSVILLE ROAD & LOWERY ROAD,unnamed  (9/20/2016),Flooded street,12154539,3483141.5,11:44.0,9/21/2016,11:44.0,-76.20392,36.866556
5112,NORTHAMPTON BOULEVARD & USAA DRIVE,unnamed  (9/20/2016),Flooded street,12153715.5,3485970.625,12:16.0,9/21/2016,12:16.0,-76.2065,36.874379
5113,6937 GARDNER DRIVE,unnamed  (9/20/2016),Flooded street,12148094.31,3498073.751,14:27.0,9/21/2016,14:27.0,-76.224714,36.907985
5114,145 N ABILENE AVENUE,unnamed  (9/20/2016),Flooded street,12158232,3474575.249,36:47.0,9/21/2016,36:47.0,-76.192016,36.842787
5117,E BALVIEW AVENUE & VINING STREET,unnamed  (9/20/2016),Flooded street,12144429,3510055.25,58:36.0,9/21/2016,58:36.0,-76.236264,36.941126
5118,HANSON AVENUE & GOFF STREET,unnamed  (9/20/2016),Flooded street,12135792.5,3479229.75,59:29.0,9/21/2016,59:29.0,-76.268301,36.85705
5119,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded street,12130363,3480389.25,00:18.0,9/21/2016,00:18.0,-76.286761,36.860584
5121,3486 JOHNS STREET,unnamed  (9/20/2016),Flooded street,12147693.41,3491151.501,18:30.0,9/21/2016,18:30.0,-76.226655,36.889005
5122,1053 DUBOSE DRIVE,unnamed  (9/20/2016),Flooded street,12137729.77,3477795.562,30:55.0,9/21/2016,30:55.0,-76.261798,36.852986
5124,CALVIN AVENUE & HALPRIN DRIVE,unnamed  (9/20/2016),Flooded underpass,12149860,3501979.25,46:22.0,9/21/2016,46:22.0,-76.218354,36.918592
5125,FISHERMANS ROAD & QUINCY STREET,unnamed  (9/20/2016),Flooded street,12143894,3506801.25,56:39.0,9/21/2016,56:39.0,-76.238361,36.932227
5127,820 E 29TH STREET,unnamed  (9/20/2016),Flooded street,12133013.73,3485055.791,13:03.0,9/21/2016,13:03.0,-76.277327,36.873227
5129,E LITTLE CREEK ROAD & FORT WORTH AVENUE,unnamed  (9/20/2016),Flooded street,12136126,3501252.75,43:11.0,9/21/2016,43:11.0,-76.26538,36.9175
5130,2312 FAIRBANKS AVENUE,unnamed  (9/20/2016),Flooded street,12144060.11,3483415.499,53:40.0,9/21/2016,53:40.0,-76.239708,36.868003
5131,CAROLINA AVENUE & MAYFLOWER ROAD,unnamed  (9/20/2016),Flooded street,12128088,3488224.25,05:08.0,9/21/2016,05:08.0,-76.293909,36.882244
5132,E 28TH STREET & GAZEL STREET,unnamed  (9/20/2016),Flooded street,12132798,3484628.5,16:05.0,9/21/2016,16:05.0,-76.278099,36.872068
5133,3412 HERBERT STREET,unnamed  (9/20/2016),Flooded street,12146547.27,3489821.508,27:33.0,9/21/2016,27:33.0,-76.230682,36.885429
5134,1510 CRANE AVENUE,unnamed  (9/20/2016),Flooded street,12145272.34,3502182.22,31:56.0,9/21/2016,31:56.0,-76.234026,36.919453
5135,6961 RIDDICK STREET,unnamed  (9/20/2016),Flooded street,12146110.44,3498005.388,46:32.0,9/21/2016,46:32.0,-76.231503,36.907929
5136,3418 HUMBOLDT STREET,unnamed  (9/20/2016),Flooded street,12146000.85,3489725.569,18:28.0,9/21/2016,18:28.0,-76.232558,36.885201
5137,JOHNSTONS ROAD & RED BROOK ROAD,unnamed  (9/20/2016),Flooded street,12146671,3498943,22:19.0,9/21/2016,22:19.0,-76.229509,36.910466
5138,CHELSEA AVENUE & MAPLE AVENUE,unnamed  (9/20/2016),Flooded street,12137604,3512248.25,30:58.0,9/21/2016,30:58.0,-76.259433,36.947595
5139,5371 WYNGATE DRIVE,unnamed  (9/20/2016),Flooded street,12149962.92,3479792.36,33:22.0,9/21/2016,33:22.0,-76.219835,36.857664
5140,107 AMARILLO AVENUE,unnamed  (9/20/2016),Flooded street,12157874.33,3474077.999,33:52.0,9/21/2016,33:52.0,-76.193279,36.841446
5141,3800 PETERSON STREET,unnamed  (9/20/2016),Flooded street,12142877.57,3485537.693,36:53.0,9/21/2016,36:53.0,-76.243576,36.873908
5142,8921 HAMMETT AVENUE,unnamed  (9/20/2016),Flooded street,12138576.5,3509252.555,52:15.0,9/21/2016,52:15.0,-76.25635,36.939306
5143,1742 BANNING ROAD,unnamed  (9/20/2016),Flooded street,12147973.5,3498629.055,01:43.0,9/21/2016,01:43.0,-76.225082,36.909518
5144,6700 AZALEA GARDEN ROAD,unnamed  (9/20/2016),Flooded street,12153632.05,3496391.06,04:13.0,9/21/2016,04:13.0,-76.205919,36.902997
5145,9400 BLOCK OF WELLS PARKWAY,unnamed  (9/20/2016),Flooded street,12139395.51,3512535.121,04:42.0,9/21/2016,04:42.0,-76.253281,36.948266
5146,2312 PALMYRA STREET,unnamed  (9/20/2016),Flooded street,12144279.89,3483537.472,04:50.0,9/21/2016,04:50.0,-76.238947,36.868323
5147,200 BELLAMY AVENUE,unnamed  (9/20/2016),Flooded street,12132697.53,3471674.593,04:58.0,9/21/2016,04:58.0,-76.279484,36.836505
5148,200 BATTERSEA ROAD,unnamed  (9/20/2016),Flooded street,12138950.69,3512404.195,05:54.0,9/21/2016,05:54.0,-76.254813,36.947936
5149,1517 SHIPP AVENUE,unnamed  (9/20/2016),Flooded street,12136219.23,3477080.635,25:47.0,9/21/2016,25:47.0,-76.267017,36.851121
5151,3243 DUNKIRK AVENUE,unnamed  (9/20/2016),Flooded street,12137815.5,3487093.604,34:39.0,9/21/2016,34:39.0,-76.260751,36.878511
5152,1320 SUSSEX PLACE,unnamed  (9/20/2016),Flooded street,12124476.81,3493411.277,43:32.0,9/21/2016,43:32.0,-76.30584,36.896718
5154,3148 AZALEA GARDEN ROAD,unnamed  (9/20/2016),Flooded street,12148522,3488762.749,43:47.0,9/21/2016,43:47.0,-76.22402,36.882391
5155,4740 LITTLE JOHN DRIVE,unnamed  (9/20/2016),Flooded street,12145690.64,3487423.251,46:55.0,9/21/2016,46:55.0,-76.233807,36.8789
5156,8530 DEVON STREET,unnamed  (9/20/2016),Flooded street,12143100.61,3506792.674,50:48.0,9/21/2016,50:48.0,-76.241075,36.932255
5157,7712 HAMPTON BOULEVARD,unnamed  (9/20/2016),Flooded street,12123658,3500569.5,55:05.0,9/21/2016,55:05.0,-76.308072,36.916426
5158,1347 CORNWALL PLACE,unnamed  (9/20/2016),Flooded street,12124186.36,3492995.917,06:18.0,9/21/2016,06:18.0,-76.306866,36.895596
5159,1540 MILTATE AVENUE,unnamed  (9/20/2016),Flooded street,12146994.8,3484073.723,12:53.0,9/21/2016,12:53.0,-76.229625,36.869617
5160,7371 KIRBY CRESCENT,unnamed  (9/20/2016),Flooded street,12136982.56,3497981.425,34:12.0,9/21/2016,34:12.0,-76.262716,36.908461
5161,537 FISHERMANS ROAD,unnamed  (9/20/2016),Flooded street,12141430,3505469.999,17:09.0,9/21/2016,17:09.0,-76.246898,36.928733
5163,7929 MERRITT STREET,unnamed  (9/20/2016),Flooded street,12141751.25,3500850.056,05:30.0,9/22/2016,05:30.0,-76.246176,36.916027
5164,300 TWILLEY STREET,unnamed  (9/20/2016),Flooded street,12138690.69,3509251.389,05:47.0,9/22/2016,05:47.0,-76.255959,36.939295
5165,38TH STREET & PARKER AVENUE,unnamed  (9/20/2016),Flooded street,12123395,3487074.5,28:57.0,9/22/2016,28:57.0,-76.310042,36.879388
5166,7300 BLOCK OF SHIRLAND AVENUE,unnamed  (9/20/2016),Flooded street,12124706.51,3498722.452,37:20.0,9/22/2016,37:20.0,-76.304633,36.911288
5167,E BRAMBLETON AVENUE & ROSWELL AVENUE,unnamed  (9/20/2016),Flooded street,12133142,3477128.25,40:14.0,9/22/2016,40:14.0,-76.277527,36.851451
5168,CHURCH STREET & E BRAMBLETON AVENUE,unnamed  (9/20/2016),Flooded street,12132320.5,3477748.375,41:03.0,9/22/2016,41:03.0,-76.280284,36.853207
5169,HAMPTON BOULEVARD & TERMINAL BOULEVARD,unnamed  (9/20/2016),Flooded street,12122989.5,3501066.875,42:11.0,9/22/2016,42:11.0,-76.310318,36.917835
5170,AZALEA GARDEN ROAD & LEAFWOOD DRIVE,unnamed  (9/20/2016),Flooded street,12152859,3497856,43:48.0,9/22/2016,43:48.0,-76.208441,36.907071
5171,ARMISTEAD AVENUE & E PRINCESS ANNE ROAD,unnamed  (9/20/2016),Flooded street,12130583,3480319.75,45:33.0,9/22/2016,45:33.0,-76.286015,36.860379
5172,HAMPTON BOULEVARD & WOODVIEW AVENUE,unnamed  (9/20/2016),Flooded street,12120837,3504255.5,46:24.0,9/22/2016,46:24.0,-76.317427,36.926727
5173,851 NORVIEW AVENUE,unnamed  (9/20/2016),Flooded street,12139768.89,3491333.391,48:39.0,9/22/2016,48:39.0,-76.25373,36.890025
5174,21ST BAY STREET & PRETTY LAKE AVENUE,unnamed  (9/20/2016),Flooded street,12157015,3504950.25,49:13.0,9/22/2016,49:13.0,-76.193638,36.926272
5175,8711 CHESAPEAKE BOULEVARD,unnamed  (9/20/2016),Flooded street,12141870.45,3508092.75,50:07.0,9/22/2016,50:07.0,-76.245177,36.935906
5176,WESTCLIFF DRIVE & DOVERCOURT ROAD,unnamed  (9/20/2016),Flooded street,12141574,3501172.75,50:52.0,9/22/2016,50:52.0,-76.246756,36.916924
5177,E PRINCESS ANNE ROAD & INGLESIDE ROAD,unnamed  (9/20/2016),Flooded street,12142817.5,3481606.375,54:12.0,9/22/2016,54:12.0,-76.244103,36.863117
5178,POWHATAN AVENUE & W 40TH STREET,unnamed  (9/20/2016),Flooded street,12122690,3487608.75,55:58.0,9/22/2016,55:58.0,-76.312409,36.880899
5179,8511 CARLTON STREET,unnamed  (9/20/2016),Flooded street,12143194.5,3506714.638,00:57.0,9/22/2016,00:57.0,-76.240761,36.932035
5180,8109 MONA AVENUE,unnamed  (9/20/2016),Flooded street,12150740.31,3502068.094,05:40.0,9/22/2016,05:40.0,-76.215336,36.918778
5181,1405 RAMSEY ROAD,unnamed  (9/20/2016),Flooded street,12145002.61,3505774.305,06:58.0,9/22/2016,06:58.0,-76.234654,36.929334
5182,1346 CORNWALL PLACE,unnamed  (9/20/2016),Flooded street,12124181.97,3493120.438,09:01.0,9/22/2016,09:01.0,-76.306872,36.895939
5183,N MILITARY HIGHWAY & ROBIN HOOD ROAD,unnamed  (9/20/2016),Flooded underpass,12151189,3489020.25,12:25.0,9/22/2016,12:25.0,-76.214882,36.882921
5184,894 E LITTLE CREEK ROAD,unnamed  (9/20/2016),Flooded street,12141734.74,3500554.445,22:48.0,9/22/2016,22:48.0,-76.246257,36.915216
5185,327 TIDEWATER DRIVE,unnamed  (9/20/2016),Flooded street,12132822.97,3475385.861,35:05.0,9/22/2016,35:05.0,-76.278757,36.846687
5187,2418 ARKANSAS AVENUE,unnamed  (9/20/2016),Flooded street,12142429.25,3482987.25,46:28.0,9/22/2016,46:28.0,-76.245317,36.866934
5188,NORWAY PLACE & MAURY CRESCENT,unnamed  (9/20/2016),Flooded street,12135809,3487066.5,33:48.0,9/22/2016,33:48.0,-76.267611,36.878567
5190,6719 PALEM ROAD,unnamed  (9/20/2016),Flooded street,12142524.08,3495493.667,29:00.0,9/22/2016,29:00.0,-76.243971,36.901268
5191,2756 MARTONE ROAD,unnamed  (9/20/2016),Flooded street,12153899.08,3499998.495,56:24.0,9/22/2016,56:24.0,-76.204706,36.912885
5192,3741 LAFAYETTE BOULEVARD,unnamed  (9/20/2016),Flooded street,12142516.77,3486072.52,42:56.0,9/22/2016,42:56.0,-76.244766,36.8754
5193,6513 CLEMSON AVENUE,unnamed  (9/20/2016),Flooded street,12148057.92,3495139.889,19:44.0,9/22/2016,19:44.0,-76.22508,36.899932
5194,1332 HILLSIDE AVENUE,unnamed  (9/20/2016),Flooded street,12144800.78,3510677.807,35:56.0,9/22/2016,35:56.0,-76.234941,36.942811
5195,5207 TEXAS AVENUE,unnamed  (9/20/2016),Flooded street,12147222.66,3490964.382,44:58.0,9/22/2016,44:58.0,-76.22828,36.888522
5196,5528 BAYBERRY DRIVE,unnamed  (9/20/2016),Flooded street,12151381.53,3477624.218,48:44.0,9/22/2016,48:44.0,-76.215167,36.851617
5197,3200 BLOCK OF PRETTY LAKE AVENUE,unnamed  (9/20/2016),Flooded street,12153993.93,3505915.134,12:01.0,10/1/2016,12:01.0,-76.20389,36.929124
5198,WATER STREET & PARK AVENUE,unnamed  (9/20/2016),Flooded street,12132139,3473795,12:12.0,10/5/2016,12:12.0,-76.281222,36.842363
5199,7TH BAY STREET & PRETTY LAKE AVENUE,unnamed  (9/20/2016),Flooded street,12152210,3506590.75,10:37.0,10/5/2016,10:37.0,-76.209935,36.931098
5200,WATER STREET & PARK AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12132139,3473795,34:19.0,10/5/2016,34:19.0,-76.281222,36.842363
5201,7TH BAY STREET & PRETTY LAKE AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12152210,3506590.75,35:22.0,10/5/2016,35:22.0,-76.209935,36.931098
5205,55 RADER STREET,Hurricane Matthew (10/5/2016),Flooded street,12126368.72,3477654.559,00:31.0,10/8/2016,00:31.0,-76.300628,36.853332
5208,AMBLER AVENUE & AZALEA GARDEN ROAD,Hurricane Matthew (10/5/2016),Flooded street,12146873,3485807.25,29:38.0,10/8/2016,29:38.0,-76.229899,36.874385
5209,ARCADIA STREET & SCOTT STREET,Hurricane Matthew (10/5/2016),Flooded street,12143757,3477273.25,32:44.0,10/8/2016,32:44.0,-76.241247,36.851157
5210,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12134008,3478239.25,35:34.0,10/8/2016,35:34.0,-76.274478,36.854445
5211,RABY ROAD & SABRE ROAD,Hurricane Matthew (10/5/2016),Flooded street,12150795,3480453.5,38:42.0,10/8/2016,38:42.0,-76.216937,36.859425
5212,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12136628.5,3477394.625,43:57.0,10/8/2016,43:57.0,-76.265593,36.851956
5214,508 MOWBRAY ARCH,Hurricane Matthew (10/5/2016),Flooded street,12126968.71,3478562.152,45:40.0,10/8/2016,45:40.0,-76.298505,36.855785
5215,35TH STREET & COLONIAL AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12129704,3486781.75,02:15.0,10/8/2016,02:15.0,-76.288501,36.87818
